userName,score,content,at
Pengguna Google,1,ikut pemeriksaan gratis.. eh di kirim aplikasi ini.. Masya Allah.. mau log-in ga bisa.. daftar baru katanya udh di daftar.. bikin emosi.. maaf ya pemerintah aku kasih bintang 1.. mohon di perbaiki..,2025-04-11 05:41:59
Pengguna Google,1,"kek nya rusak ini aplikasi saya susah masukin kode gmail yg benar ber kali-kali tapi tetep aja SALAH padahal udah bener kode nya, di ganti di ulang tetep aja salah ngak sehat ni aplikasi",2025-04-16 19:37:05
Pengguna Google,1,"gimana ini min gabisa login? kode Verifikasi udah muncul beberapa kali di email, tapi tampilan masih stuck di login ga maju maju wkwk, ampas banget apk pemerintah",2025-04-09 05:16:07
Pengguna Google,3,"satu sehat kenapa beda data diri profil dengan yang di web ya? no KTP saya beda, coba dirubah gak bisa2, udah kirim data perubahan ke link yang diberi namun belum diproses2 dari pagi tadi",2025-04-21 08:49:23
Pengguna Google,1,"tidak bisa login. disuruh masukkan email dan sudah dpt email kode verifikasinya tp tempat input kodenya tidak ada, kembali lagi ke masukkan email dan dapat kode begitu aja terus ga kelar². payah. update: sudah menghubungi link tersebut, belum ada solusi.",2025-04-03 03:39:49
Pengguna Google,1,disuruh masukan kode Verifikasi tapi tempat untuk memasukkan kode nggak muncul muncul. apk rusak kek gini kok di sarankan mulu oleh oknum oknum ya. mending di hps aja ini apk di play store gak guna juga kocak KEMENKES,2025-04-08 10:52:12
Pengguna Google,1,busuk login email masih stuck. tidak bisa masuk karena nomer ganti dan beda dari ang lama. stuck nya pun jelek padahal tinggal masukin kode. ui nya kurang optimal,2025-04-05 04:57:54
Pengguna Google,2,"akun NIK/IDENTITAS orang tua saya sudah terdaftar, padahal saya baru donload aplikasinya, ortu saya gaptek..mau masuk gabisa harus verif ke email yang tidak di kenal, haduuuh pusing. gimana saran nya🙏",2025-04-03 16:20:47
Pengguna Google,1,"aplikasi ga responsif, button susah diklik, search lokasi puskesmas ga nemu hasil. proses pendaftaran sulit",2025-04-05 14:02:43
Pengguna Google,2,tolong ya kenapa pas diakses data vaksinnya tidak ada padahal udah booster 3x. ini tolong di update lagi aplikasinya. Terimakasih,2025-04-22 14:16:38
Pengguna Google,1,"Cara buat ganti nomor telp terdaftar kurang efektif, posisi nomor hangus, pilih yg e-mail dan wa ke nomor baru tapi tetap minta kode ke nomor yg akan diganti akhirnya ga bisa verif buat ganti nomor, terus buat apa kau kasih opsi kirim ke e-mail dan nomor wa baru? Dan pas ngecek ternyata sertifikat vaksin juga engga ada riwayatnya, ya salam, malah jadi ga guna aplikasinya 😶",2025-03-12 06:28:13
Pengguna Google,1,Ini gimana saya udah daftar dan pendaftaran nya berhasil.tapi pas mau login malah nggak bisa..tolong dong kalo ada kesalahan dalam pendaftaran atau gimana di kasih info yang jelas kan sebelum daftar udah kasih email juga sama no Hp kan bisa di hubungi,2025-02-25 15:48:32
Pengguna Google,1,"Aplikasinya penuh bug dan eror, logikanya ga jelas. Kebiasaan nih ga segera ada perbaikan. Masyarakat mau download sertifikat vaksin aja susahnya minta ampun gara2 mau login aja ga bisa. Tolong segera kasih solusi lain buat download sertifikat vaksin",2025-03-13 04:34:46
Pengguna Google,1,"Sangat tidak membantu, ribet cara login, sudah daftar pakai email dan no hp tapi notifnya sudah terdftar, daftar pakai no baru notif sudah terdftar, saya sangat butuh sertifikat vaksin tapi aplikasi ini tidak bisa membantu.",2025-03-12 02:50:37
Pengguna Google,5,"ini kenapa malah nge stuck di pilih tema, udh di pilih tema default malah ada keterangan gagal mulu malah disuruh hubungi helpdesk nya hadehhh. edit : Alhamdulillah aplikasi sudah berjalan dengan baik lagi, saat login ulang tadi udh ga nge stuck lagi di bagian pemilihan tema nya dan desain nya jadi lebih bagus setelah update. mantap 👍🏻👍🏻👍🏻",2025-03-24 04:01:00
Pengguna Google,1,"Akun ku dibuatkan oleh petugas puskesmas namun aku tidak diberi tahu berapa kode pinnya dan lain sebagainya otomatis aku mau coba memperbaikinya, setelah dicoba berkali2 gak bisa padahal no Verifikasinya udah yang terbari katanya salah. Sudah 2 hati aku coba mau ubah cuma kendala masih di 6 angka verifikasi di email gak bisa.",2025-03-09 04:30:26
Pengguna Google,2,"Allahu Robby... Mau verifikasi aja kode Verifikasi masuknya ke email 24 jam kemudian, padahal batas pemakaian cuma satu setengah menit, Iki ngopo to Jane? Malesi banget.. Padahal mau mengikuti anjuran pemerintah malah mau masuk aja susah.. Tolong dong beritahu saya masalahnya dimana, soale yang aplikasi pajak juga sama..",2025-02-25 16:46:39
Pengguna Google,1,"Untuk sekedar masuk akses aplikasinya pun sulit setengah mati, stuck di halaman 'Pilih Tema'. Tolong ditingkatkan lagi aplikasi nya",2025-03-23 01:29:11
Pengguna Google,4,Halo satu sehat semoga ulasan ini dibaca saya sangat kesulitan akses karena nomor dan email yang terdaftar blokir dan saya sangat kesulitan untuk mengganti nomor karena harus bayar mahal untuk aktif kembali nomor terdaftar yang sudah blokir itu. Tolong direspon😭,2025-03-19 13:37:21
Pengguna Google,2,"Aplikasinya harap diperbaiki. Saya mau masuk pakai email yg terdaftar. Setelah dikirimkan kode Verifikasi ke email saya yg terdaftar, aplikasi tidak masuk ke halaman kode Verifikasi dan setelah saya tunggu. Aplikasi tidak juga berganti ke halaman kode Verifikasi.",2025-03-15 16:32:08
Pengguna Google,1,"Aplikasi sampah, buang-buang waktu ngisi data bolak balik g bisa.. giliran udah masuk juga masih susah akses mentok di pemilihan tema",2025-02-26 01:27:21
Pengguna Google,1,tambah semakin parah ini aplikasi. mau login aja susah amat. email udah bener udah dpt kode verifikasi. trus tampilan di app nya nggak ada tempat buat masukin kode verifikasinya. gimana mau loginnya. emang gak di tes dulu apa sebelum launching update nya. parah app pemerintah gak ada kemajuannya.,2025-03-29 17:02:02
Pengguna Google,1,"tidak bisa login, habis masukkn email, klik masuk, dapat kode verifikasi via email, tetapi di aplikasi tidak tampilan tempat masukkan kode verifikasinya, kebanyakan cangkau ini buat aplikasinya",2025-03-26 06:44:04
Pengguna Google,1,"aplikasinya tidak bisa digunakan, disuruh masukan identitas KTP tapi tertolak terus, alasannya kendala jaringan tapi kalau kita akses yg lain semua bisa. saran saya, kalau aplikasinya belum siap digunakan jangan dipaksakan untuk diterbitkan di play store.",2025-03-18 02:53:05
Pengguna Google,2,"ijin KK kenapa ya saya log in ga bisa terus sama email , pas diklik ada pemberitahuan masukan kode digmail tp. pas mau masukin ko diaplikasinya ga muncul buat masukin kodenya Uda nyoba beberapa kali malah dicoba ke hp lain tetap aja ga bisa itu gimana ya",2025-03-19 10:35:04
Pengguna Google,1,Verifikasi satu sehat tidak bisa di fasilitasi kesehatan. Sudah coba di klinik kimia farma Cipinang jaya dan puskesmas Jatinegara tidak bisa. Tolong segera disosialisasikan programnya. Agar lebih bermanfaat aplikasinya. Terimakasih,2025-02-25 06:47:10
Pengguna Google,1,"KOCAK!! Cuma daftar buat nomor antrian mcu gratis, tapi ga jadi berangkat buat mcu ke puskesmas. Eh tiba-tiba kurleb 2 minggu dapet WA buat unduh hasil mcu yg dimana gak pernah ngelakuin MCU samsek.",2025-03-14 07:33:32
Pengguna Google,1,"dear dinas kesehatan minta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yg butuh bisa mengakses aplikasi dengan nyaman...kalau bisa diberikan opsi lain.. janganhanya lewat aplikasi yang ujung""nya tidak bsa diakses...",2025-02-26 01:28:35
Pengguna Google,1,"Situs atau aplikasi pemerintah gk da yg becus.padahal anggaran gede dikorup dlu, ya bgini jdinya. Tidak bisa di akses, tdk bsa daftar, loading mulu. Data sdh digunakan pdhl blm prnah dftar.",2025-03-15 11:24:32
Pengguna Google,1,"Aplikasi buruk, susah login sering eror, stack di menu login, parah sih emang dari dulu aplikasi buatan negara ini gak ada yang jelas.. IT nya gmna ini",2025-03-18 16:56:03
Pengguna Google,1,"mau login( ""belum terdaftar"") daftar ulang ("" akun sudah terdaftar"") login lgi (""akun tidak terdaftar"") ga jelas kali ga fungsi, malah menyusahkan",2025-03-28 14:13:57
Pengguna Google,1,"Gak bisa daftar, pas mau foto E ktp sedang ada gangguan terus menerus, dan nomor hp sudah terdaftar. Padahal baru saja download aplikasi nya",2025-02-28 07:02:13
Pengguna Google,1,"Udah bisa daftar. Boro2 mau MCU pas ulang tahun, aplikasi mau dibuka aja ga bisa. Mau diupdate juga ga bisa, loading mulu. Program angin surga. Berapa persen yg sdh menggunakan, min?",2025-03-01 02:03:11
Pengguna Google,1,apasih aplikasi nasional ko lemot minta ampunnnnn...sinyal bagus pindah wifi juga bagus TPI ko udh dapet verifikasi dri email tapi malah tampilan di aplikasi satu sehatnya ga loading² kocak masih di situ² aja ..tolong benerin lagi lah..mentang² udh ga Corona kah jadi ga ke urus gini aplikasi,2025-03-19 04:40:58
Pengguna Google,1,"aplikasi aneh mau daftar pake e-ktp,udah isi nik ketika mau masuk malah error di memilih Thema,gmn ini pemeliharaan aplikasinya banyak error' mending BUBAR",2025-03-22 10:01:09
Pengguna Google,2,"Setiap masuk, tidak ditemukan terus bilangnya. Giliran udah daftar baru ngga bisa juga, Kata sudah terdaftar gimana dah",2025-03-08 05:56:38
Pengguna Google,1,"Orang IT dan pengembang apk gimna? ini aplikasi masih banyak BUG, PIN dan POLA sudah benar kok masih aja ga bisa masuk. Ada Tulisan PIN salah, padahal sudah benar PINnya, haduh",2025-03-23 03:55:12
Pengguna Google,1,"buruk 👎gak bisa masuk padahal sudah dapat pin kode masuk dari gmail tapi dari app nya gak ada respon payah buang"" waktu lebih baik waktu peduli lindungi yang dulu",2025-03-19 04:37:40
Pengguna Google,1,"Gak bisa log in, udah puluhan kali lewat email. Udah ngikutin faq, komplain di email, website, DM instagram, twitter, gak ada tanggapan. Padahal butuh datanya segera.",2025-03-12 05:07:20
Pengguna Google,2,"Ini kalo email lama udh gaada dan no hp lama udh ga aktif, dan alhasil gak bisa login. Padahal butuh sertifikat vaksin yg penting buat daftar pekerjaan. Apa ada solusinya?",2025-03-13 21:06:56
Pengguna Google,1,tolong pemerintah gimana mau di gunakan aplikasinya error terus udah login tulisannya selalu terjadi gangguan klik halaman help desk sedangkan butuh sertifikat vaksinnya,2025-03-23 10:55:49
Pengguna Google,1,"aplikasinya nda bisa login, dibagian masukkan email tidak bisa, cuman ada notif kode verifikasi yg masuk ke email tapi tidak jelas mau di isi dimana.",2025-03-15 06:35:18
Pengguna Google,1,"kenapa ketika log in menggunakan email tidak muncul untuk memasukkan kode verifikasi, sedangkan mau daftar lagi menggunakan nomor hp tidak bisa? terus gimana caranya mau masuk ke akun",2025-04-04 03:51:45
Pengguna Google,4,"Terima kasih, dengan cek secara geratis bermanfaat, karena kita bisa tahu kondisi kesehatan kita normal/ buruk. bisa mengurangi pengeluaran kalau bayar biaya nya banyak 🙏🙏tetap semangat dan sehat selalu. Aamiin...",2025-03-22 02:56:07
Pengguna Google,1,"Aplikasinya aneh bgt, udah berkali kali coba daftar buat vaksin, tinggal klik kirim malah ga ada respon sama sekali, udah di klik berkali kali tombol kirim ga ada respon sama sekali padahal HP saya ga ngeleg, giliran klik yg lain bisa. Setelah percobaan berkali kali (isi data lagi berkali kali, hadeehh) akhirnya bisa, tapi ga muncul email verifikasi, mau ngecheck di suruh isi data lagi dan ga kekirim kirim kalau klik 'kirim'. Giliran klik yg lain bisa 😭 tolonglah diperbaiki 🥲",2024-12-13 22:22:39
Pengguna Google,1,"Saya udah vaksin booster tapi sertifikat belum muncul sampai sekarang. Udh 4 tahun dari tahun 2021 saya uda email sana sini tetap ga ada respon sama sekali, padahal itu penting buat melamar pekerjaan tolong saya min😞😞",2025-03-06 22:31:37
Pengguna Google,2,"Stuck di verifikasi ngelag ga bisa masuk.. apa mungkin internetnya ga stabil? Tapi saya buka halaman lain lancar2 saja.. suruh balik lagi masukin data. Sudah masukin data katanya sudah percobaan login beberapa kalo suruh coba lagi nanti. Bingung, lihat review aplikasinya dulu siapa tw dapat pencerahan, hmmmm.. ternyata banyak juga problem yg sama seperti saya. Kalo ga butuh, males download app dari pemerintah... karna sudah tw pasti kayak gini.. tolong pemerintah buat aplikasi yg matang dulu..",2025-01-24 22:28:28
Pengguna Google,1,"udah punya akun, mau masuk lewat aplikasi tapi gak bisa data tidak ditemukan terus udah beberapa kali nyoba, kenapa yah wkwk",2025-04-26 00:15:34
Pengguna Google,1,kenapa data saya jadi hilang... saya tidak pernah tercatat pernah vaksin covid.. sedangkan saya sudah 3 kalo dengan booster,2025-04-28 03:39:52
Pengguna Google,1,"Tiba2 tidak bisa dibuka, muncul halaman depan saja, dihapus lalu instal ulang, malah gak bisa login.",2025-04-24 08:33:07
Pengguna Google,1,Ini kenapa ya? saya lagi butuh sertifikat vaksin. dulu pernah masuk akunnya dan itu ada. skrg install lagi tapi gagal terus masuknya. aneh,2025-04-27 06:06:02
Pengguna Google,1,"mau login ribet banget ga bisa2, pake nomer/email ga bisa. pinnya juga apalagi gatau (dulu gaada keknya cuman kata kunci). mau bikin akun baru juga katanya udah terdaftar tapi mau login aja susah. entah captcha salah atau apalah. padahal mau download sertifikat vaksin buat kerja. dicoba berulang-ulang juga nanti akun disuspend ah elah.",2025-02-24 06:50:35
Pengguna Google,1,wah makin parah ini aplikasi. semua status kesehatanku dan vaksinku hilang semua. masa udah vaksin 3 di tulis belum vaksin. trus yang kemarin di peduli lindungi di kemanain datanya??? kocak. masa iya harus vaksin lagi biar bisa muncul lagi.,2025-04-29 13:00:19
Pengguna Google,1,"Kebiasaan pemerintah aplikasi jauh dari sepurna,systemnya payah. Kalu belum siap bikin aplikasi jangan bikin,cuma buang anggaran,saya belum pernah daftar tapi pas masukan email kererangan email,no hp sudah terdaftar coba masukan email tsb ketetangan email belum terdaftar,,niat ga sih menghadirkan aplikasi ini.daftar aja sulit",2025-02-10 16:24:25
Pengguna Google,1,"Kenapa aplikasi buatan pemerintah rata rata tidak pernah bisa diandalkan?, kalau tidak niat buat aplikasi tidak usah buat, menghubungkan data ke IKD aja susah, data yang dimasukkan sudah benar semua , tapi selalu salah keterangan nya, selalu komen di play store keluar kata kata mutiara "" Mohon Maaf"" hanya kata itulah yang bisa diandalkan , tanpa perlu ada perbaikan, masyarakat yang mengeluh ke sini disuruh lagi dialihkan mengirim pesan melalui email, harusnya kalau di komen ada perbaikan !",2025-02-16 15:31:26
Pengguna Google,2,"Dulu uda pernah log in, data udah bener. Terus krn satu dan lain hal apa.nya aku uninstall. Kemarin pas download dan log in lagi gg tau gimana kok bisa NIK, tgl sama bulan lahir bisa salah, mana salahnya jauh banget dari bulan februari hadi november. Uda coba diedit tapi gg bisa. Uda ngajuin keluhan juga tapi belum ada tanggapan. Ini gimana harusnya",2025-02-14 00:02:37
Pengguna Google,1,"admin tolong lah saya mau masuk gak bisa ini ngestuck di loading mulu tiap kali masukin email , yang ada malah dapat peringatan terlalu banyak mencoba",2025-04-04 08:16:26
Pengguna Google,1,"Integrasi dengan aplikasi IKD masih belum bisa, TOLONG SEGERA DIPERBAIKI, jika memang ingin memudahkan terkait integrasi layanan/aplikasi, MOHON DEVELOPERNYA MEMPERHATIKAN INI!! Terimakasih.",2025-02-07 09:42:47
Pengguna Google,1,"Aplikasi ini aneh yah..udah download, terus daftar,, keterangan nya udah terdaftar,, trus masuk login.. email nya kata nya brmasalah,, pake no hp , no hp nya brmasalah... Udah lah hapus aja,, dri pada bingung,",2025-02-10 12:43:35
Pengguna Google,1,"Sudah pernah mendaftar tapi pas login muncul notif email belum terdaftar, pas coba daftar dengan email yang sama, muncul notif email sudah terdaftar. Coba login menggunakan fitur di aplikasi yg sinkron dengan identitas kependudukan digital, 3 kali ku coba sampe habis kuota login. Hai kemenkes, gimana nanti klu sudah berjalan untuk cek kesehatan gratis nya, aku warga indonesia loh. Syarat mu harus daftar lewat aplikasi ini buat ribet tau.",2025-01-27 10:00:59
Pengguna Google,1,"kenapa sertifikat vaksin saya tidak bisa didownload? ayolah cepat perbaiki, lagi sangat butuh banget ini",2025-04-27 07:49:33
Pengguna Google,1,parah sih udh bwt jadwal CGK 20 hari yg lalu dan dipilih hari sabtu karena ada jadwalnya di aplikasi tapi pas hari H datang ke puskesmas yg dipilih ga bisa karena hanya sampai hari jumat.,2025-04-12 01:06:57
Pengguna Google,5,"(Dulu) knpa masuk pke nomor telfon ga bisa tapi pas daftar ulang notifnya sudah terdaftar, pake email juga sama ga bisa daftar ulang malah di tolak😭 Manaa butuh bnget sertifikatnya lagi buat kerja aduh. (Tapi sekarang) Alhamdulillah sudah bisa, setelah di butuhkan dan membuka apknya lagi sangat mudah dengan no telfon, kode dan pemulihan email terimakasii banyakk ❤️ semoga terus berkembang lebih baik ❤️‍🩹",2025-02-13 11:00:39
Pengguna Google,1,"Aplikasi ga jelas, lupa pin malah suruh ganti email atau nomer telepon pas udah diganti malah sam aja. Ini gimana sihh..tolong ya kemenkes ditingkatkan lagi dikasih opsi lain selain dua opsi itu",2025-02-22 16:26:55
Pengguna Google,2,tolong di perbarui aplikasinya. sertifikat vaksin gagal di download terus padahal saya sangat butuh sertifikat tersebut untuk melamar pekerjaan.,2025-04-27 09:11:21
Pengguna Google,1,Sudah berhasil daftar tapi saat ingin login aplikasi malah bug parah. Padahal kualitas sinyal jaringan internet bagus tapi beberapa kali dicoba login tetap saja proses loading terus tanpa henti 👎,2025-02-16 04:19:00
Pengguna Google,1,"Mohon sistem diperbaiki. Saya ganti no hp, shg ga bs masuk akun itu lg dan skrg ga bs ikut cek up gratis. Email dan NIK sama tp krn hrs verifikasi di HP jd ga bs. Tlg buat verifikasi bisa dilakukan di email atau no HP saja.",2025-04-11 10:14:04
Pengguna Google,2,masuk pakai email halaman tampilan tidak berubah tapi email kode Verifikasi masuk ke email. tapi menu penginputan kode tidak muncul muncul,2025-04-15 12:29:06
Pengguna Google,1,"login sulit, tolong. masuk pake no hp gk bisa akun belum terdaftar. giliran daftar bilangnya akun sudah terdaftar. giliran pake email masuk gk muncul kolom buat isi pinnya. terus piyee carane masuk?",2025-04-09 02:51:29
Pengguna Google,1,"kacau maintenance aplikasinya. ada indikasi di korupsi kayanya nih. masa gak bisa login, dikasih pin di email tapi di aplikasi gak berubah tampilannya",2025-04-10 08:47:51
Pengguna Google,1,"masalah login aja ga bisa , saat login malah tidak ada respon , sudah lapor di web nya malah tidak di respon juga hadeh gini amat aplikasi pemerintah",2025-04-11 04:56:22
Pengguna Google,1,cara menggunakan aplikasi ini seperti apa ya? kenapa bolak balik minta daftar dan masuk. sementara tidak ada tindak lanjut setalah daftar akun.,2025-04-23 05:37:16
Pengguna Google,1,semakin sulit seharus nya klo udh di cek nik jg harus sudah bisa liat hasil vaksin yg pernah ada. untuk vaksin selanjut nya baru kita hubungi LG faskes kita. lebih cepat app peduli lindungi,2025-04-10 23:12:09
Pengguna Google,2,"saya login setelah 1 tahun yg lalu logout pada aplikasi, dengan email yg sama tidak menampilkan hasil/history vaksin saya",2025-04-18 02:00:14
Pengguna Google,1,"kalo belum siap di gunakan apk jngan dulu di masukkan ke play store. apk masih prlu di kembangkan lagi, kembali kan sja dlu untuk smntara website peduli lindungi biar bisa akses sertifikat vaksin",2025-04-15 04:44:59
Pengguna Google,3,"Masalah pertama ""Login hanya bisa pake no telpon terdaftar pas jaman covid?"" Masalah kedua ""Di pengaturan akun, ketika mau nambahkan email atau ngerubah email, tombol *simpan* tidak berfungsi"" 😅 Untuk yang lain belum dicoba,",2025-02-10 22:59:42
Pengguna Google,1,enak yang dulu simple.. di tambah sekarang pas nambah email kode nya gak datang terus jelek banget bisa bintang 0 ini pasti paling awal,2025-04-23 21:21:26
Pengguna Google,1,"Saya bingung akun saya sudah terdaftar atau belum. pas klik daftar baru katanya akun IKD sudah terdaftar, tapi pas coba masuk katanya akun IKD tidak ditemukan. Padahal sudah coba pake KTP, email dan nomor :) jd saya blm bisa masuk sampe skrang. tlg diperbaiki lagi ya kementerian kesehatan",2025-02-20 22:09:56
Pengguna Google,1,"Lah, daftar pakai email kata nya sudah terdaftar pakai no telp udah terdaftar.. kapan yg pernah daftar juga.. ribet",2025-04-21 12:06:50
